Order_ID,Order_Date,Total,Subtotal,Discount,P_Service,Payment_Method,Purchase_Status,UF,Region,Category,D_Forecast,D_Date,Services,Quantity,delivery_lead_time,delivery_delay_days,is_late,is_confirmed,freight_share,discount_abs,avg_item_price,order_year,order_month,order_month_name,order_quarter,order_dayofweek,order_dayname
26,2025-05-01 13:57:46,5963.46,6506.28,0.0885,32.99,Credito,Cancelado,BA,Nordeste,Eletrônicos,2025-05-04 06:59:40,2025-05-05 06:59:40,Scheduled,4,,,,0,0.005532023355568748,575.8057799999999,1626.57,2025,5,May,2,3,Thursday
27,2025-04-21 15:50:53,3022.74,3049.99,0.023,42.9,Credito,Processando,RS,Sul,Eletrônicos,2025-05-02 16:46:46,2025-05-06 16:46:46,Same-Day,1,15.0,4.0,1.0,0,0.014192421445443538,70.14976999999999,3049.99,2025,4,April,2,0,Monday
28,2025-04-22 23:40:44,3209.37,3216.0,0.0154,42.9,Boleto,Confirmado,PI,Nordeste,Eletrônicos,2025-04-26 18:17:08,2025-04-30 18:17:08,Same-Day,3,7.0,4.0,1.0,1,0.013367109432692398,49.5264,1072.0,2025,4,April,2,1,Tuesday
29,2025-02-19 04:48:16,345.24,349.8,0.0785,22.9,Debito,Processando,RS,Sul,Eletrônicos,2025-04-22 12:23:13,2025-04-27 12:23:13,Standard,2,67.0,5.0,1.0,0,0.06633066852044954,27.459300000000002,174.9,2025,2,February,1,2,Wednesday
30,2025-02-24 02:23:43,1658.76,1798.0,0.1013,42.9,PIX,Cancelado,PE,Nordeste,Eletrônicos,2025-04-23 18:00:59,2025-04-24 18:00:59,Same-Day,2,,,,0,0.025862692613759675,182.1374,899.0,2025,2,February,1,0,Monday
31,2025-04-13 11:48:49,1810.33,1798.0,0.017,42.9,Boleto,Cancelado,PE,Nordeste,Eletrônicos,2025-04-18 11:34:53,2025-04-20 11:34:53,Same-Day,2,,,,0,0.02369733694961692,30.566000000000003,899.0,2025,4,April,2,6,Sunday
32,2025-03-06 00:42:28,808.2,899.0,0.1377,32.99,PIX,Em Analise,SC,Sul,Eletrônicos,2025-05-07 22:52:17,2025-05-10 22:52:17,Scheduled,1,65.0,3.0,1.0,0,0.04081910418213314,123.79229999999998,899.0,2025,3,March,1,3,Thursday
33,2025-04-06 06:58:45,2254.3,2309.7,0.0339,22.9,Credito,Confirmado,MG,Sudeste,Eletrônicos,2025-05-12 17:09:59,2025-05-16 17:09:59,Standard,3,40.0,4.0,1.0,1,0.010158364015437163,78.29883,769.9,2025,4,April,2,6,Sunday
35,2025-03-15 05:05:42,94.97,53.7,0.0304,42.9,Boleto,Processando,AP,Norte,Eletrônicos,2025-05-12 17:04:07,2025-05-14 17:04:07,Same-Day,3,60.0,2.0,1.0,0,0.4517215962935664,1.6324800000000002,17.900000000000002,2025,3,March,1,5,Saturday
36,2025-03-18 12:37:25,243.11,215.6,0.0254,32.99,PIX,Confirmado,SC,Sul,Eletrônicos,2025-05-09 16:05:35,2025-05-09 16:05:35,Scheduled,4,52.0,0.0,0.0,1,0.13569988893916335,5.47624,53.9,2025,3,March,1,1,Tuesday
37,2025-03-16 04:22:08,96.07,53.9,0.0136,42.9,PIX,Processando,RS,Sul,Eletrônicos,2025-05-12 21:05:56,2025-05-13 21:05:56,Same-Day,1,58.0,1.0,1.0,0,0.4465493910690122,0.7330399999999999,53.9,2025,3,March,1,6,Sunday
38,2025-04-19 14:47:47,482.73,499.64,0.1197,42.9,Debito,Confirmado,SC,Sul,Eletrônicos,2025-04-17 17:16:43,2025-04-20 17:16:43,Same-Day,4,1.0,3.0,1.0,1,0.08886955440929711,59.806908,124.91,2025,4,April,2,5,Saturday
39,2025-03-22 18:59:08,5519.06,5937.3,0.0743,22.9,Boleto,Confirmado,RR,Norte,Eletrônicos,2025-04-29 04:43:18,2025-05-01 04:43:18,Standard,3,39.0,2.0,1.0,1,0.004149257301062137,441.14139000000006,1979.1000000000001,2025,3,March,1,5,Saturday
40,2025-03-03 03:31:44,1726.17,1798.0,0.0583,32.99,PIX,Processando,RJ,Sudeste,Eletrônicos,2025-05-12 18:08:14,2025-05-13 18:08:14,Scheduled,2,71.0,1.0,1.0,0,0.019111674979868726,104.82339999999999,899.0,2025,3,March,1,0,Monday
41,2025-03-27 02:25:36,182.95,174.9,0.1426,32.99,Debito,Em Analise,SP,Sudeste,Eletrônicos,2025-05-11 08:58:37,2025-05-11 08:58:37,Scheduled,1,45.0,0.0,0.0,0,0.18032249248428533,24.94074,174.9,2025,3,March,1,3,Thursday
42,2025-03-27 23:28:39,93.8,53.9,0.0557,42.9,Credito,Confirmado,PR,Sul,Eletrônicos,2025-05-06 22:51:51,2025-05-07 22:51:51,Same-Day,1,40.0,1.0,1.0,1,0.4573560767590618,3.00223,53.9,2025,3,March,1,3,Thursday
43,2025-05-03 13:48:20,1534.3,1539.8,0.025,32.99,Boleto,Em Analise,CE,Nordeste,Eletrônicos,2025-04-25 21:55:20,2025-04-28 21:55:20,Scheduled,2,-5.0,3.0,1.0,0,0.021501661995698366,38.495000000000005,769.9,2025,5,May,2,5,Saturday
44,2025-02-25 22:16:37,904.95,899.0,0.0411,42.9,PIX,Cancelado,MA,Nordeste,Eletrônicos,2025-04-19 08:30:24,2025-04-22 08:30:24,Same-Day,1,,,,0,0.04740593402950439,36.948899999999995,899.0,2025,2,February,1,1,Tuesday
45,2025-02-23 23:40:48,143.34,124.91,0.0358,22.9,Debito,Em Analise,BA,Nordeste,Eletrônicos,2025-04-14 21:15:46,2025-04-18 21:15:46,Standard,1,53.0,4.0,1.0,0,0.1597600111622715,4.471778,124.91,2025,2,February,1,6,Sunday
46,2025-03-22 02:32:04,7633.96,8226.39,0.0748,22.9,PIX,Confirmado,SP,Sudeste,Eletrônicos,2025-04-14 12:05:50,2025-04-19 12:05:50,Standard,3,28.0,5.0,1.0,1,0.002999753732008027,615.333972,2742.1299999999997,2025,3,March,1,5,Saturday
48,2025-05-05 18:29:47,1691.82,1798.0,0.0774,32.99,Credito,Confirmado,BA,Nordeste,Eletrônicos,2025-05-08 05:04:17,2025-05-11 05:04:17,Scheduled,2,5.0,3.0,1.0,1,0.019499710371079667,139.1652,899.0,2025,5,May,2,0,Monday
49,2025-04-03 11:00:22,418.91,428.99,0.1004,32.99,PIX,Processando,AC,Norte,Eletrônicos,2025-05-01 14:50:30,2025-05-04 14:50:30,Scheduled,1,31.0,3.0,1.0,0,0.07875199923611277,43.070596,428.99,2025,4,April,2,3,Thursday
50,2025-05-13 18:47:18,80.61,53.9,0.1166,32.99,Credito,Confirmado,TO,Norte,Eletrônicos,2025-04-18 04:50:09,2025-04-23 04:50:09,Scheduled,1,-21.0,5.0,1.0,1,0.4092544349336311,6.284739999999999,53.9,2025,5,May,2,1,Tuesday
51,2025-03-24 23:12:13,189.26,174.9,0.1065,32.99,PIX,Processando,MA,Nordeste,Eletrônicos,2025-05-01 13:04:52,2025-05-03 13:04:52,Scheduled,1,39.0,2.0,1.0,0,0.1743104723660573,18.62685,174.9,2025,3,March,1,0,Monday
52,2025-05-03 07:23:43,2656.83,2697.0,0.0308,42.9,Boleto,Em Analise,PE,Nordeste,Eletrônicos,2025-04-16 18:47:26,2025-04-19 18:47:26,Same-Day,3,-14.0,3.0,1.0,0,0.016147062476710966,83.0676,899.0,2025,5,May,2,5,Saturday
53,2025-04-26 01:20:49,3568.4,3598.02,0.0174,32.99,PIX,Confirmado,PR,Sul,Eletrônicos,2025-04-21 04:36:59,2025-04-24 04:36:59,Scheduled,2,-2.0,3.0,1.0,1,0.009245039793745096,62.605548,1799.01,2025,4,April,2,5,Saturday
55,2025-03-06 00:55:53,1687.72,1715.96,0.0298,22.9,PIX,Cancelado,SP,Sudeste,Eletrônicos,2025-05-10 00:34:08,2025-05-14 00:34:08,Standard,4,,,,0,0.013568601426776952,51.135608,428.99,2025,3,March,1,3,Thursday
56,2025-02-25 06:04:11,2163.58,2158.0,0.0127,32.99,Credito,Confirmado,PR,Sul,Eletrônicos,2025-05-10 17:13:03,2025-05-14 17:13:03,Scheduled,2,78.0,4.0,1.0,1,0.015247876205178456,27.406599999999997,1079.0,2025,2,February,1,1,Tuesday
57,2025-04-10 13:44:17,5003.11,5397.03,0.0791,32.99,PIX,Em Analise,CE,Nordeste,Eletrônicos,2025-05-03 20:27:26,2025-05-05 20:27:26,Scheduled,3,25.0,2.0,1.0,0,0.006593898595073865,426.905073,1799.01,2025,4,April,2,3,Thursday
58,2025-04-05 19:42:55,2951.6,3079.6,0.049,22.9,PIX,Cancelado,RO,Norte,Eletrônicos,2025-05-11 20:08:17,2025-05-13 20:08:17,Standard,4,,,,0,0.0077585038623119666,150.9004,769.9,2025,4,April,2,5,Saturday
59,2025-03-08 06:13:02,3221.2,3596.0,0.1134,32.99,Credito,Confirmado,PB,Nordeste,Eletrônicos,2025-04-20 19:00:53,2025-04-25 19:00:53,Scheduled,4,48.0,5.0,1.0,1,0.010241524897553709,407.7864,899.0,2025,3,March,1,5,Saturday
60,2025-02-17 03:46:36,290.39,259.72,0.0471,42.9,Boleto,Cancelado,RR,Norte,Eletrônicos,2025-05-10 04:07:08,2025-05-15 04:07:08,Same-Day,2,,,,0,0.14773235992974965,12.232812000000003,129.86,2025,2,February,1,0,Monday
61,2025-02-26 21:58:54,469.19,499.64,0.1468,42.9,Debito,Processando,CE,Nordeste,Eletrônicos,2025-05-02 16:44:30,2025-05-04 16:44:30,Same-Day,4,66.0,2.0,1.0,0,0.09143417378887017,73.34715200000001,124.91,2025,2,February,1,2,Wednesday
62,2025-04-13 00:47:22,3857.83,4316.0,0.1138,32.99,PIX,Em Analise,ES,Sudeste,Eletrônicos,2025-05-03 08:45:01,2025-05-07 08:45:01,Scheduled,4,24.0,4.0,1.0,0,0.008551439539844939,491.1608,1079.0,2025,4,April,2,6,Sunday
63,2025-04-19 16:41:04,701.08,663.96,0.0087,42.9,PIX,Processando,PE,Nordeste,Eletrônicos,2025-04-30 00:15:53,2025-04-30 00:15:53,Same-Day,4,10.0,0.0,0.0,0,0.06119130484395503,5.776452,165.99,2025,4,April,2,5,Saturday
64,2025-04-01 08:19:33,2156.37,2309.7,0.0763,22.9,Boleto,Em Analise,MA,Nordeste,Eletrônicos,2025-05-14 03:00:06,2025-05-17 03:00:06,Standard,3,45.0,3.0,1.0,0,0.010619698845745396,176.23011,769.9,2025,4,April,2,1,Tuesday
65,2025-03-11 05:24:52,161.8,129.86,0.0844,42.9,Boleto,Em Analise,PR,Sul,Eletrônicos,2025-05-07 20:02:45,2025-05-07 20:02:45,Same-Day,1,57.0,0.0,0.0,0,0.26514215080346104,10.960184000000002,129.86,2025,3,March,1,1,Tuesday
66,2025-03-24 17:40:20,65.06,35.8,0.1043,32.99,Boleto,Cancelado,PR,Sul,Eletrônicos,2025-04-24 03:46:36,2025-04-25 03:46:36,Scheduled,2,,,,0,0.5070703965570243,3.73394,17.9,2025,3,March,1,0,Monday
67,2025-02-25 21:44:12,79.16,49.9,0.0747,32.99,Credito,Cancelado,RR,Norte,Eletrônicos,2025-05-14 21:06:29,2025-05-15 21:06:29,Scheduled,1,,,,0,0.41675088428499246,3.7275300000000002,49.9,2025,2,February,1,1,Tuesday
68,2025-03-10 13:56:15,4025.99,4316.0,0.0725,22.9,Boleto,Processando,SP,Sudeste,Eletrônicos,2025-05-08 06:49:58,2025-05-12 06:49:58,Standard,4,62.0,4.0,1.0,0,0.005688041947446466,312.90999999999997,1079.0,2025,3,March,1,0,Monday
69,2025-05-06 00:20:48,3081.22,3237.0,0.0552,22.9,PIX,Cancelado,SC,Sul,Eletrônicos,2025-05-01 20:48:36,2025-05-05 20:48:36,Standard,3,,,,0,0.0074321210429635015,178.6824,1079.0,2025,5,May,2,1,Tuesday
70,2025-04-26 05:51:52,378.46,349.8,0.0407,42.9,PIX,Confirmado,AC,Norte,Eletrônicos,2025-04-18 10:00:44,2025-04-23 10:00:44,Same-Day,2,-3.0,5.0,1.0,1,0.11335411932568831,14.23686,174.9,2025,4,April,2,5,Saturday
71,2025-02-18 19:28:09,968.79,1079.0,0.1419,42.9,Debito,Processando,ES,Sudeste,Eletrônicos,2025-04-21 18:17:02,2025-04-21 18:17:02,Same-Day,1,61.0,0.0,0.0,0,0.044282042547920605,153.1101,1079.0,2025,2,February,1,1,Tuesday
72,2025-04-27 11:31:23,1850.56,1898.0,0.0476,42.9,Debito,Cancelado,PB,Nordeste,Eletrônicos,2025-05-02 19:26:52,2025-05-03 19:26:52,Same-Day,2,,,,0,0.023182171883105656,90.3448,949.0,2025,4,April,2,6,Sunday
73,2025-04-16 08:36:55,3063.92,3049.99,0.0095,42.9,PIX,Processando,PR,Sul,Eletrônicos,2025-04-21 18:07:41,2025-04-26 18:07:41,Same-Day,1,10.0,5.0,1.0,0,0.014001671061907622,28.974904999999996,3049.99,2025,4,April,2,2,Wednesday
74,2025-05-04 08:32:42,180.54,161.7,0.0251,22.9,Credito,Em Analise,PE,Nordeste,Eletrônicos,2025-04-14 11:00:30,2025-04-19 11:00:30,Standard,3,-15.0,5.0,1.0,0,0.12684169713082974,4.05867,53.9,2025,5,May,2,6,Sunday
75,2025-04-14 03:26:44,5348.51,6099.98,0.1286,32.99,PIX,Processando,CE,Nordeste,Eletrônicos,2025-04-21 14:28:41,2025-04-23 14:28:41,Scheduled,2,9.0,2.0,1.0,0,0.0061680729773338746,784.4574279999999,3049.99,2025,4,April,2,0,Monday
76,2025-03-18 15:51:41,516.63,519.44,0.088,42.9,Boleto,Em Analise,AC,Norte,Eletrônicos,2025-05-15 22:33:05,2025-05-15 22:33:05,Same-Day,4,58.0,0.0,0.0,0,0.08303815109459381,45.71072,129.86,2025,3,March,1,1,Tuesday
77,2025-04-16 05:35:45,790.76,857.98,0.1168,32.99,PIX,Processando,AC,Norte,Eletrônicos,2025-04-21 17:15:07,2025-04-24 17:15:07,Scheduled,2,8.0,3.0,1.0,0,0.041719358591734534,100.212064,428.99,2025,4,April,2,2,Wednesday
78,2025-04-20 09:40:32,1216.6,1347.0,0.1213,32.99,PIX,Em Analise,RN,Nordeste,Eletrônicos,2025-05-05 16:00:59,2025-05-06 16:00:59,Scheduled,3,16.0,1.0,1.0,0,0.02711655433174421,163.3911,449.0,2025,4,April,2,6,Sunday
79,2025-04-02 07:18:28,7243.42,8226.39,0.1235,32.99,PIX,Processando,PR,Sul,Eletrônicos,2025-04-28 08:23:50,2025-04-28 08:23:50,Scheduled,3,26.0,0.0,0.0,0,0.00455447840937016,1015.9591649999999,2742.1299999999997,2025,4,April,2,2,Wednesday
80,2025-03-05 18:08:56,223.08,207.2,0.0826,32.99,Boleto,Processando,AP,Norte,Eletrônicos,2025-04-21 05:18:02,2025-04-23 05:18:02,Scheduled,4,48.0,2.0,1.0,0,0.14788416711493635,17.114720000000002,51.8,2025,3,March,1,2,Wednesday
81,2025-05-01 22:57:48,538.61,519.44,0.0266,32.99,Debito,Em Analise,PA,Norte,Eletrônicos,2025-05-07 15:49:00,2025-05-09 15:49:00,Scheduled,4,7.0,2.0,1.0,0,0.06125025528675666,13.817104,129.86,2025,5,May,2,3,Thursday
82,2025-03-30 03:05:25,1792.06,1799.01,0.0222,32.99,Debito,Confirmado,RS,Sul,Eletrônicos,2025-05-04 04:10:01,2025-05-04 04:10:01,Scheduled,1,35.0,0.0,0.0,1,0.018408981842125822,39.938022000000004,1799.01,2025,3,March,1,6,Sunday
83,2025-04-27 16:58:19,497.62,519.44,0.0861,22.9,Credito,Confirmado,PR,Sul,Eletrônicos,2025-04-30 15:26:16,2025-05-04 15:26:16,Standard,4,6.0,4.0,1.0,1,0.046019050681242714,44.723784,129.86,2025,4,April,2,6,Sunday
84,2025-04-04 13:43:54,5787.38,6099.98,0.055,22.9,Credito,Cancelado,MG,Sudeste,Eletrônicos,2025-05-05 08:10:29,2025-05-10 08:10:29,Standard,2,,,,0,0.003956885499137779,335.4989,3049.99,2025,4,April,2,4,Friday
85,2025-04-06 23:27:00,379.87,389.58,0.0837,22.9,Boleto,Em Analise,RR,Norte,Eletrônicos,2025-05-06 03:18:44,2025-05-07 03:18:44,Standard,3,30.0,1.0,1.0,0,0.06028378129360044,32.607845999999995,129.85999999999999,2025,4,April,2,6,Sunday
86,2025-02-27 07:11:13,369.6,374.73,0.0748,22.9,PIX,Em Analise,AC,Norte,Eletrônicos,2025-05-06 04:04:13,2025-05-10 04:04:13,Standard,3,71.0,4.0,1.0,0,0.06195887445887445,28.029804000000002,124.91000000000001,2025,2,February,1,3,Thursday
87,2025-03-06 02:31:30,80.11,51.8,0.0903,32.99,Debito,Processando,SC,Sul,Eletrônicos,2025-05-11 16:34:58,2025-05-16 16:34:58,Scheduled,1,71.0,5.0,1.0,0,0.4118087629509425,4.67754,51.8,2025,3,March,1,3,Thursday
88,2025-03-03 20:00:09,539.85,519.44,0.0048,22.9,Boleto,Confirmado,BA,Nordeste,Eletrônicos,2025-05-14 03:19:23,2025-05-14 03:19:23,Standard,4,71.0,0.0,0.0,1,0.04241919051588404,2.493312,129.86,2025,3,March,1,0,Monday
89,2025-04-22 04:22:03,4317.75,4316.0,0.0049,22.9,Credito,Cancelado,TO,Norte,Eletrônicos,2025-05-04 22:50:17,2025-05-08 22:50:17,Standard,4,,,,0,0.005303688263563198,21.1484,1079.0,2025,4,April,2,1,Tuesday
90,2025-03-16 03:00:14,6450.42,7196.04,0.1082,32.99,Debito,Confirmado,RO,Norte,Eletrônicos,2025-04-29 03:18:47,2025-04-29 03:18:47,Scheduled,4,44.0,0.0,0.0,1,0.00511439565175601,778.611528,1799.01,2025,3,March,1,6,Sunday
91,2025-04-14 16:14:22,173.79,155.4,0.029,22.9,Debito,Processando,RN,Nordeste,Eletrônicos,2025-04-23 23:44:59,2025-04-28 23:44:59,Standard,3,14.0,5.0,1.0,0,0.1317682260199091,4.506600000000001,51.800000000000004,2025,4,April,2,0,Monday
92,2025-03-27 05:13:40,248.29,249.82,0.0978,22.9,Debito,Confirmado,BA,Nordeste,Eletrônicos,2025-04-24 13:29:15,2025-04-29 13:29:15,Standard,2,33.0,5.0,1.0,1,0.09223085907608039,24.432395999999997,124.91,2025,3,March,1,3,Thursday
93,2025-04-05 04:45:14,1446.53,1539.8,0.082,32.99,PIX,Em Analise,PA,Norte,Eletrônicos,2025-04-22 01:07:13,2025-04-23 01:07:13,Scheduled,2,17.0,1.0,1.0,0,0.02280630197783662,126.2636,769.9,2025,4,April,2,5,Saturday
94,2025-05-01 14:39:51,1566.14,1798.0,0.1473,32.99,Debito,Cancelado,RJ,Sudeste,Eletrônicos,2025-05-08 23:33:56,2025-05-12 23:33:56,Scheduled,2,,,,0,0.021064528075395557,264.8454,899.0,2025,5,May,2,3,Thursday
95,2025-04-03 23:16:41,501.86,524.7,0.1253,42.9,Boleto,Confirmado,MG,Sudeste,Eletrônicos,2025-05-11 05:29:28,2025-05-16 05:29:28,Same-Day,3,42.0,5.0,1.0,1,0.08548200693420475,65.74491,174.9,2025,4,April,2,3,Thursday
96,2025-04-25 17:03:55,2921.65,3079.6,0.062,32.99,PIX,Processando,PR,Sul,Eletrônicos,2025-04-19 15:41:19,2025-04-22 15:41:19,Scheduled,4,-4.0,3.0,1.0,0,0.011291564698030223,190.93519999999998,769.9,2025,4,April,2,4,Friday
97,2025-02-17 23:02:28,2810.77,3049.99,0.0925,42.9,Credito,Processando,RS,Sul,Eletrônicos,2025-05-16 04:41:37,2025-05-16 04:41:37,Same-Day,1,87.0,0.0,0.0,0,0.01526272160297712,282.124075,3049.99,2025,2,February,1,0,Monday
98,2025-04-29 14:44:20,538.37,524.7,0.0176,22.9,Debito,Processando,PA,Norte,Eletrônicos,2025-05-01 15:19:50,2025-05-04 15:19:50,Standard,3,5.0,3.0,1.0,0,0.04253580251499898,9.234720000000001,174.9,2025,4,April,2,1,Tuesday
99,2025-03-16 00:49:12,512.21,519.44,0.058,22.9,PIX,Confirmado,AC,Norte,Eletrônicos,2025-04-13 18:28:42,2025-04-17 18:28:42,Standard,4,32.0,4.0,1.0,1,0.044708225142031585,30.127520000000004,129.86,2025,3,March,1,6,Sunday
100,2025-05-04 09:01:41,1722.02,1898.0,0.1101,32.99,Credito,Em Analise,PE,Nordeste,Eletrônicos,2025-04-17 07:17:25,2025-04-22 07:17:25,Scheduled,2,-13.0,5.0,1.0,0,0.019157733359659007,208.96980000000002,949.0,2025,5,May,2,6,Sunday
101,2025-03-03 21:54:08,183.48,165.99,0.0934,32.99,Credito,Cancelado,ES,Sudeste,Eletrônicos,2025-05-06 15:27:46,2025-05-06 15:27:46,Scheduled,1,,,,0,0.1798016132548507,15.503466,165.99,2025,3,March,1,0,Monday
